Adoszam,Cegnev,ir.szam,Szekhely,TEÁOR,Tevekenyseg,e-mail,net_arbevetele,eredmeny,Tulajdonos,Helyseg,Jogallas,Varmegye,Terulet_hektar,Nepesseg,Lakasok_szama,bolgár  ,görög  ,horvát  ,lengyel  ,német  ,örmény  ,roma,román  ,ruszin  ,szerb  ,szlovák  ,szlovén  ,ukrán  
13771869-2-07,STX HORSEBOXES Kft.,8000,Székesfehérvár,2920'25,"Gépjármű-karosszéria, pótkocsi gyártása",invoice.hu@stephex.com,34060416,1702250,STEPHEX HOLDING Naamloze vennootschap,Székesfehérvár,"megyeszékhely, megyei jogú város",Fejér,17089,95241,48799,,1,1,1,1,1,1,,,1,,,1
13600181-2-13,HOFER MAGYARORSZÁG INGATLAN Kft.,2051,Biatorbágy,6811'25,Saját tulajdonú ingatlan adásvétele,expanzio@aldi.hu,18331000,1654000,Helmut Hofer Gesellschaft m. b. H.,Biatorbágy,város,Pest,4412,15444,5851,,,,,1,,,,,,,,
10223257-2-41,GIRO Zrt.,1054,Budapest,6619'25,Egyéb pénzügyi kiegészítő tevékenység,iktat@mail.giro.hu,11680329,1699167,Magyar Nemzeti Bank,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25832208-4-44,BlackRock Hungary Kft.,1134,Budapest,8210'25,"Adminisztratív, üzletmenetet támogató szolgáltatás",companysecretary@blackrock.com,24890040,1687070,BlackRock Group Limited,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12487262-2-03,FBZ Investment Kft.,6000,Kecskemét,4690'25,Vegyes termékkörű nagykereskedelem,baradacs@fbzinvest.hu,16869280,1647554,"ECOFLEX Kereskedelmi Korlátolt Felelősségű Társaság,FBZ Vagyonkezelő Korlátolt Felelősségű Társaság",Kecskemét,"megyeszékhely, megyei jogú város",Bács-Kiskun,32257,108651,55648,1,,1,,1,1,1,,,,,,1
11374253-2-03,Hírös Farm Kft,6050,Lajosmizse,0147'25,Baromfitenyésztés,hirosfarm@hirosfarm.hu,4283638,1637517,"Hírös Tojás Mezőgazdasági Korlátolt Felelősségű Társaság,Kollár Csaba",Lajosmizse,város,Bács-Kiskun,16466,11662,4963,,,,,,,1,,,,,,
10310180-2-11,MEGAWATT VILLAMOSIPARI Kft.,2536,Nyergesújfalu,4321'25,Villanyszerelés,,6909430,1635286,"Khéner Gyula,Tóth-Khéner Anna,Khéner András",Nyergesújfalu,város,Komárom-Esztergom,3964,7206,3315,,,,,1,,1,,,,,,
13188571-2-18,Wewalka Kft.,9500,Celldömölk,1073'25,Tésztafélék gyártása,office@wewalka.hu,17827302,1632355,Wewalka GmbH Nfg. KG.,Celldömölk,város,Vas,5239,9600,4693,,,,,,,1,,,,,,
10742833-2-17,MVM Paksi Atomerőmű Zrt.,7030,Paks,3511'25,Villamosenergia-termelés nem megújuló forrásból,atomeromu@npp.hu,240365000,11217000,MVM Energetika Zártkörűen Működő Részvénytársaság,Paks,város,Tolna,15408,17873,8586,,,,,1,,1,,,,,,1
12210684-2-11,Becton Dickinson Hungary Kft.,2851,Környe,3250'25,Orvosi eszköz gyártása,HU_INFO@EUROPE.BD.COM,92791275,11171968,Becton Dickinson Europe Holding SAS,Környe,község,Komárom-Esztergom,4537,4801,1848,,,,,1,,,,,,,,
10782004-2-44,Veolia Energia Magyarország Zrt.,2040,Budaörs,3530'25,"Gőzellátás, légkondicionálás",veoliaenergia-cegkapu@veolia.com,76440000,11146000,"VEOLIA ENERGIE INTERNATIONAL SA,Egyéb részvényes (Veolia Energia Magyarország Zrt.)",Budaörs,város,Pest,2359,29291,11393,,1,,,1,1,1,1,,1,,,
25311565-2-06,Országos Dohányboltellátó Kft.,6800,Hódmezővásárhely,4635'25,Dohányáru nagykereskedelme,info@odbe.hu,1123223000,10213000,"BAT Pécsi Dohánygyár Korlátolt Felelősségü Társaság,Tabán Trafik Dohánytermék-forgalmazó, Kereskedelmi és Szolgáltató zártkörűen működő részvénytársaság",Hódmezővásárhely,megyei jogú város,Csongrád-Csanád,48798,41669,20629,,,,,1,,1,1,,,,,
10886878-2-44,ZOLLNER Kft.,2600,Vác,2612'25,Elektronikai áramköri kártya gyártása,zev@zollner.de,160368727,10171468,Zollner Elektronik AG,Vác,város,Pest,6160,33871,15985,,1,,,,,1,1,1,,1,,1
10485745-2-44,Gentherm Hungary Kft.,2084,Pilisszentiván,2932'25,Egyéb gépjárműalkatrész és -tartozék gyártása,,121327721,9949203,Gentherm GmbH,Pilisszentiván,község,Pest,812,4283,1637,,,,,1,,,,,,,,
12068535-2-44,PHOENIX Pharma Zrt.,2151,Fót,4646'25,"Gyógyszer, gyógyászati termék nagykereskedelme",jog@phoenix.hu,528399808,9652288,PHOENIX Hungaria Holding Zártkörűen Működő Részvénytársaság,Fót,város,Pest,3740,20823,7786,,,,,,,,,,,,,
11378329-2-03,GRAPE-VINE Kft.,6120,Kiskunmajsa,1102'25,Szőlőbor termelése,,11956467,1630525,"Eiler Lajos,Szőke-Tóth Róbert,Font Erzsébet",Kiskunmajsa,város,Bács-Kiskun,22227,10853,5474,,,,,,,1,,,,,,
23310049-2-16,JÁSZ-PLASZTIK RENT Kft.,5100,Jászberény,4781'25,Gépjármű-kiskereskedelem,jprent@jpauto.hu,6420211,1625782,"JÁSZ-PLASZTIK kft,Balogh Anikó,Kovács Gábor,Kovács Róbert",Jászberény,város,Jász-Nagykun-Szolnok,22135,25323,12680,,,,,,,1,,,,,,
12113219-2-09,NAGISZ Zrt.,4181,Nádudvar,0147'25,Baromfitenyésztés,titkarsag@nagisz.hu,35605736,1618791,ZA-Invest Béta Korlátolt Felelősségű Társaság,Nádudvar,város,Hajdú-Bihar,22591,7935,3622,,,,,,,1,,,,,,
12592201-2-07,DEPÓNIA Nonprofit Kft.,8000,Székesfehérvár,3811'25,Nem veszélyes hulladék gyűjtése,titkarsag@deponia.hu,13867143,1612925,Székesfehérvár Megyei Jogú Város Önkormányzata,Székesfehérvár,"megyeszékhely, megyei jogú város",Fejér,17089,95241,48799,,1,1,1,1,1,1,,,1,,,1
10406218-2-13,TRACON BUDAPEST Kft.,2120,Dunakeszi,4690'25,Vegyes termékkörű nagykereskedelem,tracon@tracon.hu,12284443,1612721,Gömbös Lóránd Csaba,Dunakeszi,város,Pest,3106,42630,18584,1,,,1,1,,1,,,,,,1
11476843-2-42,PLANNING & TRADING Kft.,1084,Budapest,4643'25,Elektromos háztartási cikk nagykereskedelme,cegkapu@pt.hu,16715428,1647668,"Ligetiné Kalmár Erika,Takács Lajos",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25882117-2-07,PORTÉP Kft.,8000,Székesfehérvár,4100'25,Lakó- és nem lakóépület építése,portep@portep.com,9589901,1555858,Lévai Gergely,Székesfehérvár,"megyeszékhely, megyei jogú város",Fejér,17089,95241,48799,,1,1,1,1,1,1,,,1,,,1
11264783-2-16,NHSZ Zounok Zrt.,5000,Szolnok,6811'25,Saját tulajdonú ingatlan adásvétele,titkarsag.szolnok@nhsz.hu,24410720,1555639,"MOHU Holding Korlátolt Felelősségű Társaság,SZOLNOK MEGYEI JOGÚ VÁROS  ÖNKORMÁNYZATA,SZHV Szolnoki Hulladékgazdálkodási Vagyonkezelő Korlátolt Felelősségű Társaság,Szolnoki Kistérség Többcélú Társulása",Szolnok,"megyeszékhely, megyei jogú város",Jász-Nagykun-Szolnok,18724,65564,36006,,1,,1,,,1,,,,,,1
11285562-2-17,TOLNATEJ Zrt.,7100,Szekszárd,1051'25,Tejfeldolgozás,tv-jogtanacsos@tolnatej.hu,72615227,1555443,"TEJINVEST Nagykereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,Egyéb tulajdonosok munkavállalók,TOLNATEJ Tejtermelő konzorcium",Szekszárd,"megyeszékhely, megyei jogú város",Tolna,9628,29337,15984,,,,,1,,1,,,,,,
11893626-2-44,Expeditors International Hungary Kft.,2220,Vecsés,5225'25,Logisztikai szolgáltatás,peter.molnar@expeditors.com,24838048,1554192,Expeditors International of Washington Inc.,Vecsés,város,Pest,3617,21379,8474,,,,,1,,1,1,,,,,1
10744684-2-05,Continental Dohányipari ZRT.,3980,Sátoraljaújhely,1200'25,Dohánytermék gyártása,factory@continentaltobacco.com,84448208,9017341,"VENTAS Kereskedelmi és Szolgáltató Kft.,Egyéb részvényes (Continental Dohányipari ZRT.),Egyéb részvényes (Continental Dohányipari ZRT.)",Sátoraljaújhely,város,Borsod-Abaúj-Zemplén,7345,12653,6548,,,,,1,,1,,,,1,,
22771685-2-19,77 Ing Kft.,8230,Balatonfüred,2660'25,Elektronikus orvosi berendezés gyártása,mfustos@e77.hu,16986166,8712739,"Zettwitz Sándor,Zettwitz Sándorné,dr. Zettwitz Gabriella",Balatonfüred,város,Veszprém,4645,12906,7112,,,,,,,1,,,,,,
10668586-2-09,KITE ZRt.,4181,Nádudvar,4661'25,"Mezőgazdasági gép, berendezés, tartozék nagykereskedelme",imrea@jogitanacs.hu,415457000,8467000,"Agrárintegrátor Korlátolt Felelősségű Társaság,Agrárspektrum Korlátolt Felelősségű Társaság,Agrochain Korlátolt Felelősségű Társaság,Egyéb részvényes (KITE ZRt.)",Nádudvar,város,Hajdú-Bihar,22591,7935,3622,,,,,,,1,,,,,,
26107705-2-11,Electron Holding Zrt.,2800,Tatabánya,4299'25,M.n.s. egyéb mérnöki létesítmény építése,szucs.adam@eurotrade.hu,17490979,8400629,"Euronergy Titan Korlátolt Felelősségű Társaság,Euronergy Valetudo Korlátolt Felelősségű Társaság",Tatabánya,"megyeszékhely, megyei jogú város",Komárom-Esztergom,9142,64785,31550,,1,,1,1,,1,1,,,1,,1
12636332-2-11,COLOPLAST Hungary Kft.,2800,Tatabánya,2226'25,Egyéb műanyag termék gyártása,huhr@coloplast.com,244750119,8140709,COLOPLAST A/S,Tatabánya,"megyeszékhely, megyei jogú város",Komárom-Esztergom,9142,64785,31550,,1,,1,1,,1,1,,,1,,1
10356962-2-08,ALCUFER KFT,9023,Győr,4687'25,Hulladék-nagykereskedelem,info@alcufer.hu,85691774,8084330,"HORVÁTH R+K IPARI KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,Horváth Ferenc,Horváth Ernő",Győr,"megyeszékhely, megyei jogú város",Győr-Moson-Sopron,17456,129373,64528,1,1,1,1,1,1,1,1,1,,,,1
12391299-2-13,HUNLAND-FARM Kft.,2217,Gomba,0141'25,Tejhasznú szarvasmarha tenyésztése,hunlandf@monornet.hu,5402129,1553599,"SIMPA LAND S.r.l,Pizzocheri Chiara Anna,Pizzocheri Matteo,Pizzocheri Francesco,Pizzocheri Chiara Anna,Pizzocheri Francesco",Gomba,község,Pest,3973,3192,1244,,,,,,,,,,,,,
13096708-2-13,Bettermann Ingatlankezelő Kft,2347,Bugyi,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",hernadi.lajos@obo.hu,3050998,1552156,Bettermann Stiftung,Bugyi,nagyközség,Pest,11537,5330,2235,,,,,,,,,,,,,
26691217-2-11,SUNGDO ENG Hungary Kft.,2800,Tatabánya,3320'25,"Ipari gép, berendezés üzembe helyezése",2ear1@sungdokorea.com,22954571,1550811,"Sungdo Engineering & Construction Co., Ltd.",Tatabánya,"megyeszékhely, megyei jogú város",Komárom-Esztergom,9142,64785,31550,,1,,1,1,,1,1,,,1,,1
12506493-2-08,IN-FOOD 2000 Kft.,9082,Nyúl,4634'25,Ital nagykereskedelme,office@infood2000.hu,14232409,1520270,"Horváth Norbert,Csorba Balázs János",Nyúl,község,Győr-Moson-Sopron,2514,4693,1804,,,,,,,,,,,,,
11337384-2-04,O-I Hungary Kft.,5900,Orosháza,2313'25,Öblösüveggyártás,zsuzsanna.ordogne.papdi@o-i.com,30093603,1518654,OI Hungary LLC.,Orosháza,város,Békés,20222,24859,14151,,,,,1,,1,1,,,,,
11158028-2-08,ORGANO-PET Kft.,9343,Beled,4632'25,"Hús, húskészítmény, hal, halkészítmény nagykereskedelme",organo@organopet.hu,7021012,1518484,"LGI Denmark ApS,SZIPRESS Vendéglátó és Kereskedelmi Korlátolt Felelősségű Társaság",Beled,város,Győr-Moson-Sopron,2647,2394,1105,,,,,,,,,,,,,
24227436-2-13,BBOX SOLUTIONS Kft,2040,Budaörs,6290'25,Egyéb információtechnológiai szolgáltatás,,4089791,1444999,Hódosi Norbert Sándor,Budaörs,város,Pest,2359,29291,11393,,1,,,1,1,1,1,,1,,,
11541264-2-02,Terrán Kft.,7754,Bóly,2361'25,Építési betontermék gyártása,gerencserh@terranteto.hu,15453482,1439752,"Mészáros Melinda,Dr. Mészáros Anikó Éva,Gódi Attila,Harmincz Péter Mihály,Mészáros Angéla",Bóly,város,Baranya,2544,3684,1593,,,,,1,,,,,,,,
11969347-2-41,Eurizon Asset Management Hungary Zrt.,1024,Budapest,6630'25,Alapkezelés,alapkezelo@cib.hu,2820578,1455314,"Eurizon Asset Management Slovakia, správ, spol., a.s.",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
28727581-2-43,Asura Technologies Zrt.,1122,Budapest,5829'25,Egyéb szoftverkiadás,info@asuralpr.com,4576598,1415224,"Asura Group Holding Zártkörűen Működő Részvénytársaság,i-Cell Mobilsoft Zártkörűen Működő Részvénytársaság,Csernák István,Mándi Péter István,Kiss Viktor,Kiss-György Máté",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
24739786-2-18,Ivy Technology AMS Hungary Kft.,9700,Szombathely,3312'25,"Ipari gép, berendezés javítása, karbantartása",gabor.pakozdi@ivytech.com,16778115,7822138,Ivy Technology Hungary Holdings Korlátolt Felelősségű Társaság,Szombathely,"megyeszékhely, megyei jogú város",Vas,9870,76918,36687,,,1,,1,,1,,,,,1,
27877061-2-09,OPTESZ OPUS Zrt.,4200,Hajdúszoboszló,7020'25,"Üzletviteli, egyéb üzletvezetési tanácsadás",optesz@optesz.hu,62064411,7723650,"OPUS GLOBAL Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság,OPUS GLOBAL Nyilvánosan Működő Részvénytársaság",Hajdúszoboszló,város,Hajdú-Bihar,23862,23871,11976,,,,,1,,1,1,,,,,1
10518869-2-19,AUMOVIO Hungary Kft.,8200,Veszprém,2611'25,Elektronikai alkatrész gyártása,ugyvezetes.cah@continental.com,638820000,7651000,AUMOVIO Global Holding Netherlands B. V.,Veszprém,"megyeszékhely, megyei jogú város",Veszprém,12692,55118,27698,,,,1,1,1,1,,,,,,1
11083786-2-06,LEGRAND Zrt.,6600,Szentes,2712'25,"Áramelosztó, -szabályozó készülék gyártása",gyorgy.mikus@legrand.com,41483311,7575830,LEGRAND France S.A.,Szentes,város,Csongrád-Csanád,35325,24482,12505,,,,,,,1,,,,,,
13353298-2-44,JYSK Kft.,2233,Ecser,4755'25,"Bútor, világítási eszköz, edény, evőeszköz és egyéb háztartási cikk kiskereskedelme",financehu@jysk.com,138074069,7534230,Lars Larsen Group A/S,Ecser,nagyközség,Pest,1310,4109,1669,,,,,,,,,,,1,,
10315192-2-03,KNORR-BREMSE Fékrendszerek Kft.,6000,Kecskemét,2932'25,Egyéb gépjárműalkatrész és -tartozék gyártása,knorr.kect@knorr-bremse.com,112609735,7533901,Knorr-Bremse Systeme für Nutzfahrzeuge GmbH,Kecskemét,"megyeszékhely, megyei jogú város",Bács-Kiskun,32257,108651,55648,1,,1,,1,1,1,,,,,,1
25785450-2-13,HUNGARY HUAKE ENG Kft.,2600,Vác,7112'25,"Mérnöki tevékenység, műszaki tanácsadás",hungaryhuakee@gmail.com,17516575,7528134,Dongguan Városi HUAKE Környezetvédelmi Technológiai Korlátolt Felelősségű Társaság,Vác,város,Pest,6160,33871,15985,,1,,,,,1,1,1,,1,,1
29190423-2-13,REFU Hungary Kft.,2030,Érd,2790'25,Egyéb villamos berendezés gyártása,rainer.thiele@prettl.com,4627054,1240544,REFU Elektronik GmbH,Érd,megyei jogú város,Pest,6331,71495,26643,,1,1,1,1,1,1,,1,1,,,1
24963217-2-10,Apollo Tyres (Hungary) Kft.,3212,Gyöngyöshalász,2211'25,"Gumiabroncs, gumitömlő gyártása",,112863000,7472000,Apollo Tyres (Europe) B.V.,Gyöngyöshalász,község,Heves,2719,2576,1083,,,,,,,,,,,,,
10815135-2-51,HM EI Zrt.,1101,Budapest,8110'25,Építményüzemeltetés,eicegkapu@hmei.hu,119565000,7756000,Magyar Állam,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
32379813-2-02,ROTOVILL Zrt.,7632,Pécs,4643'25,Elektromos háztartási cikk nagykereskedelme,iroda@rotovill.hu,13223770,1378234,Prosigma Holding Korlátolt Felelősségű Társaság,Pécs,"megyeszékhely, megyei jogú város",Baranya,16278,139412,74470,1,1,1,1,1,1,1,1,1,1,,,1
13714246-2-15,MASTER SZOLG Kft.,4537,Nyírkércs,4664'25,"Egyéb gép, berendezés nagykereskedelme",vastagk@masterszolg.hu,20926768,1378206,Mercurius Commercial Korlátolt Felelősségű Társaság,Nyírkércs,község,Szabolcs-Szatmár-Bereg,1428,684,301,,,,,,,,,,,,,
13122791-2-10,Johnson Electric Hungary Kft.,3000,Hatvan,2611'25,Elektronikai alkatrész gyártása,jehungary@johnsonelectric.com,47310971,1375330,Johnson Electric Swiss Holdings AG,Hatvan,város,Heves,6631,19505,9267,,,,,,,1,,,,,,
25335134-2-13,VÁGÁNYPROFIL Kft.,2071,Páty,4212'25,Vasút építése,info@vaganyprofil.hu,12903460,1373190,"V-Híd Vagyonkezelő Korlátolt Felelősségű Társaság,Tarsoly Lajos,Palkó Gabriella",Páty,község,Pest,3932,8765,2983,,,,,1,,1,,,,,,
25448810-2-03,S-Útvonal Zrt.,6320,Solt,4211'25,"Út, autópálya építése",sutvonal@gmail.com,1908533,7054553,"Rencsár Kálmán,Rencsár Judit",Solt,város,Bács-Kiskun,13267,5817,2913,,,,,,,1,,,,,,
11120281-2-08,HEINEKEN HUNGÁRIA ZRT.,9400,Sopron,1105'25,Sörgyártás,info@heineken.hu,92602128,6902271,Heineken International B.V,Sopron,megyei jogú város,Győr-Moson-Sopron,16904,60820,29825,,1,1,,1,,,,,,,,
13338037-2-44,AUCHAN MAGYARORSZÁG Kft.,2040,Budaörs,4711'25,Élelmiszer jellegű vegyes kiskereskedelem,jog@auchan.hu,366312000,6894000,"Clevebird B.V.,Biery Investments Zártkörűen Működő Részvénytársaság",Budaörs,város,Pest,2359,29291,11393,,1,,,1,1,1,1,,1,,,
22739041-2-11,Mylan Hungary Kft.,2900,Komárom,8292'25,Csomagolás,mylanhungarykft.@viatris.com,36105217,6796627,"Mylan International Holdings, Inc.",Komárom,város,Komárom-Esztergom,6991,19862,8996,,,,,,,1,,,,,,
11081492-4-06,PICK SZEGED Zrt.,6725,Szeged,1013'25,"Hús-, baromfihús-készítmény gyártása",titkarsag@pick.hu,85172000,6762000,"Bonafarm Zártkörűen Működő Részvénytársaság,Egyéb részvényes (PICK SZEGED Zrt.)",Szeged,"megyeszékhely, megyei jogú város",Csongrád-Csanád,28100,157282,88894,1,1,,1,1,1,1,1,1,1,1,,1
26119524-2-16,Agrosprint Zrt.,5300,Karcag,1039'25,"Egyéb gyümölcs-, zöldségfeldolgozás, -tartósítás",penzugy@agrosprint.hu,34990321,6689544,"Sprint-Gen Zártkörűen Működő Részvénytársaság,Fülöp Gábor Zoltán,Fülöp Gábor Zoltánné",Karcag,város,Jász-Nagykun-Szolnok,36863,18022,8103,,,,,,,1,,,,,,
10427310-2-07,Hungrana Kft.,2432,Szabadegyháza,1062'25,"Keményítő, keményítőtermék gyártása",info@hungrana.hu,140781040,6566725,"Agrana Starke GMBH,Sz.Sz.V. Szabadegyházai Szolgáltató és Vagyonkezelő Korlátolt Felelősségű Társaság",Szabadegyháza,község,Fejér,4164,1975,800,,,,,,,,,,,,,
13154312-2-02,CABERO Kft.,7342,Mágocs,2825'25,Nem háztartási légkondicionáló berendezés gyártása,gitta.nyari@cabero.de,11710968,1372269,Laurentino Oskar Cabero,Mágocs,város,Baranya,4254,2135,910,,,,,1,,1,,,,,,
11698108-2-13,Partner-Depónia Kft.,2045,Törökbálint,3832'25,"Hulladéklerakóban való elhelyezés, állandó tárolás",iroda@partner-deponia.hu,2249091,1348416,"BIOMASS GROUP Kft.,Hírös Depónia Zártkörűen Működő Részvénytársaság,Depónia-Consulting Zártkörűen Működő Részvénytársaság",Törökbálint,város,Pest,2941,14948,5406,,,,,1,,1,1,,,,,1
11147729-2-09,ALFÖLDI NYOMDA Zrt.,4027,Debrecen,1812'25,Nyomás (kivéve: napilap),veztitk@anyrt.hu,13843146,1346691,"Könyvtárellátó Közhasznú Nonprofit Korlátolt Felelősségű Társaság,Debrecen Megyei Jogú Város Önkormányzata,Tiszántúli Református Egyházkerület",Debrecen,"megyeszékhely, megyei jogú város",Hajdú-Bihar,46166,202130,100621,1,1,,1,1,1,1,1,1,,,,1
23380224-2-19,POPPE + POTTHOFF HUNGÁRIA Kft.,8400,Ajka,2932'25,Egyéb gépjárműalkatrész és -tartozék gyártása,info@poppe-potthoff.com,35836576,1343888,Poppe + Potthoff GmbH,Ajka,város,Veszprém,9504,26007,12908,,,,,1,,1,,,,,,
14074440-2-17,Mecsek Autópálya-üzemeltető Zrt.,7140,Bátaszék,5221'25,Szárazföldi szállítást kiegészítő szolgáltatás,ig.asszisztens@mau.hu,3087009,1343248,"Intertoll-Europe Tanácsadó Zártkörűen Működő Részvénytársaság,Strabag A.G.,Colas S.A.",Bátaszék,város,Tolna,6357,5809,2516,,,,,1,,1,,,,,,
29254631-2-07,CLASMAN STEEL Kft.,2400,Dunaújváros,2511'25,Fémszerkezet gyártása,attila.pinter@clasman.hu,3389469,1342555,CLASMAN Korlátolt Felelősségű Társaság,Dunaújváros,megyei jogú város,Fejér,5283,41193,23057,,,1,1,,,1,,1,1,,,
28761732-2-42,Whitedog Media Kft.,1062,Budapest,7311'25,Reklámügynöki tevékenység,office@whitedogmedia.hu,10161949,1366631,"Dr. Várkonyi Andrea,Gergely Judit",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
32330337-2-20,Zalai Kivitelező Kft.,8900,Zalaegerszeg,4100'25,Lakó- és nem lakóépület építése,info@zalaikivitelezokft.hu,4713819,1298084,Kopasz Imre,Zalaegerszeg,"megyeszékhely, megyei jogú város",Zala,10246,53960,27954,,,1,,1,,1,,,,,,
13549079-2-15,RÉVÉSZ-NYÍRLOG Kft.,4441,Szorgalmatos,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",judit.orosz@reveszgroup.com,4287651,1292682,Révész Logisztikai Holding Zártkörűen Működő Részvénytársaság,Szorgalmatos,község,Szabolcs-Szatmár-Bereg,844,719,333,,,,,,,,,,,,,
26508412-2-13,YC-IT Hungary Kft.,2161,Csomád,7733'25,"Irodai gép, berendezés, számítógép kölcsönzése",peter.pandi@serverfarm.hu,2050195,1291336,YoCierge Inc.,Csomád,község,Pest,1238,1851,707,,,,,,,,,,,1,,
13044866-2-17,UNIKORN-ÉPKER Kft.,7025,Bölcske,4100'25,Lakó- és nem lakóépület építése,varga.lajos@unikornkft.hu,2805833,1129918,Varga Lajos,Bölcske,község,Tolna,5878,2568,1240,,,,,,,1,,,,,,
11475323-2-11,OSI Food Solutions Hungary Kft.,2943,Bábolna,1013'25,"Hús-, baromfihús-készítmény gyártása",osi@osi-foodsolutions.hu,64242640,6540804,OSI International Holding GmbH,Bábolna,város,Komárom-Esztergom,3354,3424,1389,,,,,,,,,,,,,
10467024-4-11,Gyermelyi Zrt.,2821,Gyermely,1073'25,Tésztafélék gyártása,titkarsag@gyermelyi.hu,48336130,6415155,"Gyermelyi Holding Zártkörűen Működő Részvénytársaság,Belföldi egyéb társaság, gazdasági szervezet,Belföldi magánszemély tulajdonos",Gyermely,község,Komárom-Esztergom,4547,1545,595,,,,,1,,,,,,,,
10411030-2-03,MOGYI KFT,6500,Baja,1039'25,"Egyéb gyümölcs-, zöldségfeldolgozás, -tartósítás",etaba@mogyi.hu,51297396,6207704,"ZÉKÓ Vagyonkezelő Korlátolt Felelősségű Társaság,POLIINVEST Vagyonkezelő Korlátolt Felelősségű Társaság",Baja,megyei jogú város,Bács-Kiskun,17789,32401,17325,,,1,,1,,1,,,1,,,
11181530-2-44,dm Kft.,2030,Érd,4775'25,"Illatszer, kozmetikai cikk, tisztálkodószer kiskereskedelme",PenzugyMail.HUMailbox@dm.hu,217855801,6111378,dm-drogerie markt GmbH,Érd,megyei jogú város,Pest,6331,71495,26643,,1,1,1,1,1,1,,1,1,,,1
10750036-2-09,OPUS TITÁSZ Zrt.,4024,Debrecen,3514'25,Villamosenergia-elosztás,opustitasz@opustitasz.hu,127502000,6078000,"OPUS GLOBAL Nyilvánosan Működő Részvénytársaság,STATUS ENERGY Korlátolt Felelősségű Társaság",Debrecen,"megyeszékhely, megyei jogú város",Hajdú-Bihar,46166,202130,100621,1,1,,1,1,1,1,1,1,,,,1
